ticker,strategy,pos_mode,target,stop,hold,n,pnl,wr,avg
CONL,month_q2q3_bull,fixed,15,-15,20,22,318580,50.0,1.45
PTIR,triple_ma_qqq,fixed,30,-20,45,10,312182,50.0,3.12
AMDL,triple_ma_qqq,fixed,15,-15,20,12,309934,58.3,2.59
NVDL,month_q2q3_bull,fixed,20,-15,20,17,309356,52.9,1.82
CONL,month_q2q3_bull,fixed,20,-15,20,16,307773,43.8,1.93
AMDL,triple_ma_bull,fixed,20,-20,30,9,307627,55.6,3.42
AMDL,variable_size_regime,fixed,15,-15,20,25,300378,44.0,1.2
MSTU,btc_regime2_rsi,fixed,20,-15,20,19,299029,42.1,1.58
NVDL,dual_btc_qqq_strong,fixed,15,-15,20,7,298135,57.1,4.26
CONL,low_vol_breakout,fixed,20,-15,20,18,296362,44.4,1.65
MSTU,month_q4_bull,fixed,15,-15,20,19,292409,42.1,1.54
AMDL,triple_ma_qqq,fixed,20,-20,30,8,290242,62.5,3.63
CONL,dual_btc_qqq_pct,fixed,25,-20,30,12,287914,41.7,2.4
ROBN,btc_regime2_only,fixed,15,-20,30,12,285396,58.3,2.38
CONL,triple_ma_qqq,fixed,15,-20,30,7,276537,71.4,3.95
AMDL,variable_size_regime,fixed,20,-15,20,24,275615,41.7,1.15
AMDL,btc_momentum_entry,fixed,25,-15,20,18,275311,38.9,1.53
MSTU,btc_regime2_rsi,fixed,15,-15,20,20,274183,45.0,1.37
PTIR,dual_btc_qqq_strong,fixed,15,-15,20,9,271487,66.7,3.02
NVDL,triple_ma_qqq,fixed,25,-20,30,6,267685,50.0,4.47
PTIR,dual_btc_qqq_strong,fixed,25,-15,20,8,263064,62.5,3.29
PTIR,dual_btc_qqq_strong,fixed,20,-15,20,8,263064,62.5,3.29
PTIR,dual_btc_qqq_strong,fixed,30,-20,45,7,262492,57.1,3.75
AMDL,low_vol_breakout,fixed,15,-15,20,22,251806,50.0,1.15
MSTU,month_q2q3_bull,fixed,25,-15,20,9,251626,55.6,2.8
AMDL,triple_ma_bull,fixed,15,-20,30,9,251165,55.6,2.79
MSTU,variable_size_regime,fixed,20,-15,20,21,246238,42.9,1.17
CONL,month_q2q3_bull,fixed,15,-20,30,18,237870,55.6,1.32
CONL,dual_btc_qqq_strong,fixed,15,-15,20,11,236608,45.5,2.15
AMDL,triple_ma_qqq,fixed,15,-20,30,8,233779,62.5,2.93
AMDL,btc_ret20_strong,fixed,25,-20,30,5,231205,40.0,4.63
NVDL,month_q4_bull,fixed,30,-20,45,7,224327,28.6,3.21
MSTU,variable_size_regime,fixed,25,-15,20,20,219389,40.0,1.1
CONL,dual_btc_qqq,fixed,25,-15,20,9,218267,44.4,2.43
ROBN,btc_regime2_only,fixed,25,-20,30,10,217651,60.0,2.18
CONL,dual_btc_qqq_strong,fixed,25,-15,20,8,217114,37.5,2.72
MSTU,btc_momentum_entry,fixed,25,-15,20,14,211403,42.9,1.51
CONL,dual_btc_qqq,fixed,20,-20,30,9,211280,44.4,2.35
PTIR,triple_ma_qqq,fixed,25,-15,20,15,206408,53.3,1.38
AMDL,not_friday_bull,fixed,15,-15,20,26,204405,42.3,0.79
AMDL,btc_momentum_entry,fixed,20,-15,20,18,200535,38.9,1.12
CONL,triple_ma_qqq,fixed,25,-15,20,8,198852,50.0,2.49
PTIR,dual_btc_qqq_strong,fixed,25,-20,30,7,196850,57.1,2.81
MSTU,mon_tue_bull,fixed,25,-15,20,14,187003,42.9,1.34
MSTU,mon_tue_bull,fixed,15,-15,20,15,186598,46.7,1.25
MSTU,mon_tue_bull,fixed,20,-15,20,15,186598,46.7,1.25
AMDL,btc_rsi_high_regime,fixed,25,-15,20,19,183969,36.8,0.97
MSTU,month_q4_bull,fixed,20,-15,20,18,180302,38.9,1.0
AMDL,btc_regime1plus,fixed,15,-15,20,26,172446,42.3,0.66
NVDL,triple_ma_qqq,fixed,15,-20,30,7,171456,57.1,2.45
PTIR,triple_ma_qqq,fixed,25,-20,30,10,162833,50.0,1.63
AMDL,btc_regime2_only,fixed,25,-15,20,20,160043,35.0,0.8
CONL,btc_ret5_pos_regime1,fixed,25,-15,20,35,154153,40.0,0.44
ROBN,btc_regime2_only,fixed,30,-20,45,9,152691,44.4,1.7
AMDL,variable_size_regime_var,variable,20,-15,20,24,145720,41.7,1.15
AMDL,triple_ma_bull,fixed,25,-15,20,11,144892,45.5,1.32
AMDL,triple_ma_strong_btc,fixed,25,-20,30,8,144593,50.0,1.81
PTIR,dual_btc_qqq_pct,fixed,25,-20,30,9,134584,55.6,1.5
PTIR,dual_btc_qqq,fixed,25,-20,30,9,134584,55.6,1.5
AMDL,not_friday_bull,fixed,30,-20,45,16,131791,37.5,0.82
MSTU,triple_ma_qqq,fixed,15,-20,30,5,128124,60.0,2.57
MSTU,triple_ma_bull,fixed,15,-20,30,5,128124,60.0,2.57
AMDL,month_q4_bull,fixed,30,-20,45,7,127493,42.9,1.82
CONL,dual_btc_qqq,fixed,15,-20,30,12,124743,50.0,1.04
AMDL,triple_ma_bull,fixed,25,-20,30,8,119486,50.0,1.5
MSTU,btc_momentum_entry,fixed,20,-15,20,17,112994,41.2,0.67
CONL,dual_btc_qqq_strong,fixed,25,-20,30,8,111833,37.5,1.4
AMDL,btc_momentum_entry,fixed,15,-15,20,18,101925,38.9,0.57
AMDL,btc_regime1plus,fixed,30,-20,45,16,95631,37.5,0.6
PTIR,triple_ma_qqq,fixed,20,-20,30,10,93700,50.0,0.94
MSTU,month_q2q3_bull,fixed,20,-15,20,9,93466,55.6,1.04
AMDL,btc_ret20_strong,fixed,25,-15,20,5,90279,40.0,1.81
IREN,btc_ret20_strong,fixed,25,-15,20,12,87674,41.7,0.73
PTIR,triple_ma_qqq,fixed,15,-15,20,18,80747,50.0,0.45
AMDL,btc_ret20_strong,fixed,20,-20,30,5,79747,40.0,1.6
AMDL,variable_size_regime_var,variable,25,-20,30,18,77612,38.9,1.87
AMDL,btc_rsi_high_regime,fixed,20,-15,20,20,75369,40.0,0.38
AMDL,month_q4_bull,fixed,20,-15,20,11,73987,36.4,0.67
AMDL,not_friday_bull,fixed,20,-15,20,25,71250,40.0,0.29
AMDL,triple_ma_qqq,fixed,25,-20,30,7,65954,57.1,0.94
MSTU,not_friday_bull,fixed,15,-15,20,25,64290,44.0,0.26
AMDL,triple_ma_strong_btc,fixed,20,-20,30,8,60545,50.0,0.76
AMDL,month_q2q3_bull,fixed,20,-15,20,16,57033,50.0,0.36
MSTU,triple_ma_strong_btc,fixed,15,-15,20,5,54689,60.0,1.09
AMDL,btc_regime2_only,fixed,20,-15,20,21,51443,38.1,0.25
AMDL,month_q4_bull,fixed,25,-15,20,9,51116,33.3,0.57
MSTU,month_q2q3_bull,fixed,15,-15,20,10,50011,60.0,0.5
IREN,btc_ret20_strong,fixed,20,-15,20,12,49976,41.7,0.42
AMDL,btc_ret20_strong,fixed,15,-20,30,5,49870,40.0,1.0
CONL,dual_btc_qqq_strong,fixed,20,-15,20,9,45703,44.4,0.51
MSTU,triple_ma_qqq,fixed,15,-15,20,7,44802,57.1,0.64
MSTU,triple_ma_bull,fixed,15,-15,20,7,44802,57.1,0.64
AMDL,btc_momentum_entry,fixed,25,-20,30,14,43958,35.7,0.31
MSTU,btc_regime2_rsi,fixed,25,-15,20,18,42259,38.9,0.24
AMDL,btc_regime1plus,fixed,20,-15,20,25,39292,40.0,0.16
AMDL,btc_ret20_strong,fixed,20,-15,20,5,34052,40.0,0.68
CONL,triple_ma_qqq,fixed,30,-20,45,7,31416,42.9,0.45
AMDL,low_vol_breakout,fixed,20,-15,20,20,28915,45.0,0.14
CONL,dual_btc_qqq_pct,fixed,20,-20,30,11,27893,45.5,0.25
MSTU,btc_regime1plus,fixed,15,-15,20,25,22443,44.0,0.09
AMDL,month_q4_bull,fixed,15,-15,20,13,18649,38.5,0.14
AMDL,low_vol_bull,fixed,15,-15,20,24,18047,41.7,0.08
AMDL,btc_momentum_entry,fixed,30,-20,45,14,14292,35.7,0.1
MSTU,btc_rsi_high_regime,fixed,15,-15,20,23,8627,43.5,0.04
AMDL,btc_regime1plus,fixed,25,-20,30,19,6824,36.8,0.04
AMDL,btc_ret20_strong,fixed,15,-15,20,5,4176,40.0,0.08
AMDL,not_friday_bull,fixed,25,-20,30,19,2542,36.8,0.01
AMDL,month_q4_bull,fixed,25,-20,30,8,2340,37.5,0.03
AMDL,triple_ma_qqq,fixed,25,-15,20,10,645,50.0,0.01
AMDL,variable_size_regime_var,variable,15,-15,20,25,-4797,44.0,1.2
MSTU,mon_tue_bull,fixed,25,-20,30,13,-5424,38.5,-0.04
AMDL,low_vol_bull,fixed,20,-15,20,23,-6715,39.1,-0.03
IREN,btc_ret20_strong,fixed,15,-15,20,15,-15709,46.7,-0.1
MSTU,variable_size_regime_var,variable,20,-15,20,21,-25652,42.9,1.17
MSTU,month_q2q3_bull,fixed,25,-20,30,8,-25934,50.0,-0.32
AMDL,btc_momentum_entry,fixed,15,-20,30,16,-26917,43.8,-0.17
MSTU,triple_ma_strong_btc,fixed,25,-20,30,3,-34465,33.3,-1.15
MSTU,btc_momentum_entry,fixed,30,-20,45,14,-34639,35.7,-0.25
CONL,month_q2q3_bull,fixed,20,-20,30,13,-35908,46.2,-0.28
AMDL,triple_ma_strong_btc,fixed,15,-20,30,8,-38534,50.0,-0.48
CONL,month_q2q3_bull,fixed,25,-20,30,15,-38964,40.0,-0.26
MSTU,triple_ma_strong_btc,fixed,20,-15,20,3,-41632,33.3,-1.39
MSTU,month_q2q3_bull,fixed,15,-20,30,8,-44083,62.5,-0.55
MSTU,triple_ma_strong_btc,fixed,15,-20,30,4,-50172,50.0,-1.26
CONL,dual_btc_qqq_pct,fixed,15,-20,30,14,-58645,50.0,-0.42
MSTU,triple_ma_strong_btc,fixed,20,-20,30,3,-69408,33.3,-2.32
CONL,triple_ma_qqq,fixed,20,-15,20,6,-72687,50.0,-1.21
MSTU,mon_tue_bull,fixed,15,-20,30,15,-74268,46.7,-0.5
MSTU,mon_tue_bull,fixed,20,-20,30,15,-74268,46.7,-0.5
AMDL,triple_ma_strong_btc,fixed,30,-20,45,7,-75438,28.6,-1.08
AMDL,btc_rsi_high_regime,fixed,15,-15,20,20,-82507,40.0,-0.41
CONL,triple_ma_qqq,fixed,15,-15,20,8,-91565,50.0,-1.15
AMDL,btc_momentum_entry,fixed,20,-20,30,15,-96546,40.0,-0.64
AMDL,btc_regime2_only,fixed,15,-15,20,21,-106433,38.1,-0.51
MSTU,low_vol_breakout,fixed,25,-15,20,3,-108988,66.7,-3.64
MSTU,btc_ret5_pos_regime1,fixed,15,-15,20,20,-119227,45.0,-0.6
MSTU,btc_regime2_only,fixed,20,-15,20,23,-121524,39.1,-0.53
AMDL,triple_ma_bull,fixed,20,-15,20,12,-123310,41.7,-1.03
MSTU,month_q2q3_bull,fixed,30,-20,45,6,-131403,33.3,-2.19
PTIR,triple_ma_qqq,fixed,20,-15,20,15,-132592,46.7,-0.88
MSTU,low_vol_breakout,fixed,15,-15,20,4,-135916,50.0,-3.4
MSTU,low_vol_breakout,fixed,20,-15,20,4,-135916,50.0,-3.4
MSTU,month_q4_bull,fixed,15,-20,30,16,-136425,37.5,-0.85
MSTU,month_q4_bull,fixed,20,-20,30,16,-136425,37.5,-0.85
CONL,dual_btc_qqq_strong,fixed,20,-20,30,8,-140833,37.5,-1.76
MSTU,triple_ma_qqq,fixed,25,-20,30,3,-141709,33.3,-4.73
MSTU,triple_ma_bull,fixed,25,-20,30,3,-141709,33.3,-4.73
MSTU,btc_ret20_strong,fixed,20,-15,20,7,-152659,42.9,-2.18
MSTU,btc_ret20_strong,fixed,15,-15,20,7,-152659,42.9,-2.18
AMDL,triple_ma_bull,fixed,15,-15,20,12,-153355,41.7,-1.28
MSTU,month_q2q3_bull,fixed,20,-20,30,8,-166012,50.0,-2.08
MSTU,btc_rsi_high_regime,fixed,20,-15,20,21,-167465,38.1,-0.8
MSTU,variable_size_regime_var,variable,25,-15,20,20,-168481,40.0,1.1
MSTU,triple_ma_qqq,fixed,25,-15,20,4,-175106,25.0,-4.38
MSTU,triple_ma_bull,fixed,25,-15,20,4,-175106,25.0,-4.38
MSTU,triple_ma_bull,fixed,20,-20,30,3,-175734,33.3,-5.86
MSTU,triple_ma_qqq,fixed,20,-20,30,3,-175734,33.3,-5.86
MSTU,btc_regime2_only,fixed,15,-15,20,26,-178609,42.3,-0.69
AMDL,triple_ma_qqq,fixed,30,-20,45,5,-180686,40.0,-3.62
MSTU,btc_ret20_strong,fixed,25,-15,20,6,-186469,33.3,-3.11
MSTU,variable_size_regime,fixed,30,-20,45,16,-199297,31.2,-1.25
MSTU,triple_ma_qqq,fixed,30,-20,45,4,-200652,25.0,-5.02
MSTU,triple_ma_bull,fixed,30,-20,45,4,-200652,25.0,-5.02
MSTU,not_friday_bull,fixed,20,-15,20,23,-202454,39.1,-0.88
MSTU,triple_ma_qqq,fixed,20,-15,20,4,-209132,25.0,-5.23
MSTU,triple_ma_bull,fixed,20,-15,20,4,-209132,25.0,-5.23
CONL,triple_ma_qqq,fixed,25,-20,30,7,-236500,42.9,-3.38
MSTU,btc_regime1plus,fixed,20,-15,20,23,-241120,39.1,-1.05
MSTU,month_q4_bull,fixed,30,-20,45,13,-248181,30.8,-1.91
MSTU,low_vol_bull,fixed,25,-15,20,6,-249476,50.0,-4.16
MSTU,low_vol_bull,fixed,20,-15,20,6,-249476,50.0,-4.16
MSTU,btc_ret20_strong,fixed,20,-20,30,7,-250822,42.9,-3.59
MSTU,btc_ret20_strong,fixed,15,-20,30,7,-250822,42.9,-3.59
MSTU,btc_momentum_entry,fixed,25,-20,30,14,-251635,35.7,-1.8
MSTU,triple_ma_strong_btc,fixed,25,-15,20,4,-254989,25.0,-6.38
AMDL,triple_ma_strong_btc,fixed,20,-15,20,8,-263446,37.5,-3.3
MSTU,btc_rsi_high_regime,fixed,25,-15,20,20,-265910,35.0,-1.33
MSTU,not_friday_bull,fixed,25,-15,20,22,-267969,36.4,-1.22
MSTU,btc_regime1plus,fixed,25,-15,20,22,-267969,36.4,-1.22
CONL,month_q2q3_bull,fixed,25,-15,20,18,-279322,33.3,-1.55
MSTU,btc_ret20_strong,fixed,25,-20,30,6,-284632,33.3,-4.75
CONL,dual_btc_qqq_strong,fixed,15,-20,30,11,-284929,45.5,-2.59
MSTU,variable_size_regime,fixed,15,-20,30,22,-310325,45.5,-1.41
MSTU,dual_btc_qqq_strong,fixed,25,-15,20,5,-311386,40.0,-6.23
AMDL,triple_ma_strong_btc,fixed,15,-15,20,8,-312930,37.5,-3.92
MSTU,btc_regime2_rsi,fixed,25,-20,30,18,-318046,38.9,-1.77
MSTU,variable_size_regime,fixed,25,-20,30,20,-328357,40.0,-1.64
MSTU,dual_btc_qqq_strong,fixed,15,-15,20,5,-331205,40.0,-6.63
MSTU,dual_btc_qqq_strong,fixed,20,-15,20,5,-331205,40.0,-6.63
MSTU,btc_ret5_pos_regime1,fixed,15,-20,30,18,-336448,44.4,-1.87
MSTU,btc_momentum_entry,fixed,15,-20,30,17,-349905,41.2,-2.06
MSTU,mon_tue_bull,fixed,30,-20,45,11,-350033,27.3,-3.19
MSTU,btc_regime2_rsi,fixed,30,-20,45,14,-369208,28.6,-2.64
MSTU,btc_regime2_rsi,fixed,20,-20,30,18,-390272,38.9,-2.17
AMDL,triple_ma_bull,fixed,30,-20,45,7,-391041,28.6,-5.59
AMDL,triple_ma_strong_btc,fixed,25,-15,20,8,-392694,37.5,-4.91
MSTU,btc_regime2_only,fixed,25,-20,30,20,-402630,40.0,-2.02
MSTU,low_vol_breakout,fixed,20,-20,30,4,-409668,25.0,-10.25
MSTU,low_vol_breakout,fixed,15,-20,30,4,-409668,25.0,-10.25
MSTU,month_q4_bull,fixed,25,-15,20,17,-428458,35.3,-2.52
MSTU,month_q4_bull,fixed,25,-20,30,16,-431312,37.5,-2.7
MSTU,btc_regime2_rsi,fixed,15,-20,30,19,-433922,42.1,-2.29
MSTU,btc_regime1plus,fixed,30,-20,45,17,-439914,29.4,-2.59
MSTU,btc_regime2_only,fixed,25,-15,20,23,-453146,34.8,-1.97
MSTU,not_friday_bull,fixed,15,-20,30,23,-454786,43.5,-1.98
MSTU,dual_btc_qqq_pct,fixed,25,-15,20,6,-459531,33.3,-7.67
MSTU,low_vol_bull,fixed,30,-20,45,5,-469966,20.0,-9.41
MSTU,btc_ret5_pos_regime1,fixed,30,-20,45,15,-476205,33.3,-3.18
MSTU,not_friday_bull,fixed,25,-20,30,21,-487767,38.1,-2.33
MSTU,btc_regime2_only,fixed,30,-20,45,15,-490152,26.7,-3.27
MSTU,low_vol_breakout,fixed,25,-20,30,3,-492073,0.0,-16.42
MSTU,btc_rsi_high_regime,fixed,30,-20,45,15,-520763,26.7,-3.48
ROBN,month_q4_bull,fixed,15,-20,30,4,-527044,25.0,-13.19
MSTU,btc_rsi_high_regime,fixed,25,-20,30,19,-531675,36.8,-2.8
MSTU,btc_rsi_high_regime,fixed,15,-20,30,21,-544641,42.9,-2.6
MSTU,btc_momentum_entry,fixed,20,-20,30,16,-547743,37.5,-3.43
MSTU,btc_regime1plus,fixed,15,-20,30,23,-550942,43.5,-2.4
MSTU,dual_btc_qqq_pct,fixed,15,-15,20,6,-551111,33.3,-9.19
MSTU,dual_btc_qqq_pct,fixed,20,-15,20,6,-551111,33.3,-9.19
MSTU,low_vol_bull,fixed,25,-20,30,5,-559290,20.0,-11.2
MSTU,btc_ret20_strong,fixed,30,-20,45,6,-567512,16.7,-9.47
MSTU,btc_regime1plus,fixed,25,-20,30,21,-568975,38.1,-2.71
MSTU,dual_btc_qqq_strong,fixed,25,-20,30,5,-570014,20.0,-11.41
MSTU,low_vol_bull,fixed,15,-15,20,7,-573141,42.9,-8.2
MSTU,dual_btc_qqq,fixed,25,-15,20,8,-585335,37.5,-7.32
MSTU,dual_btc_qqq,fixed,20,-15,20,8,-585335,37.5,-7.32
MSTU,low_vol_breakout,fixed,30,-20,45,3,-599127,0.0,-19.99
MSTU,variable_size_regime,fixed,20,-20,30,20,-600167,40.0,-3.0
MSTU,dual_btc_qqq_strong,fixed,15,-20,30,5,-604957,20.0,-12.11
MSTU,dual_btc_qqq_strong,fixed,20,-20,30,5,-604957,20.0,-12.11
MSTU,btc_ret5_pos_regime1,fixed,20,-15,20,18,-617141,33.3,-3.43
ROBN,month_q4_bull,fixed,25,-15,20,3,-617495,0.0,-20.6
ROBN,month_q4_bull,fixed,20,-15,20,3,-617495,0.0,-20.6
MSTU,btc_regime2_only,fixed,20,-20,30,20,-633180,40.0,-3.17
MSTU,low_vol_bull,fixed,20,-20,30,5,-637459,20.0,-12.76
ROBN,month_q4_bull,fixed,15,-15,20,5,-640018,20.0,-12.81
MSTU,btc_regime2_only,fixed,15,-20,30,23,-670038,43.5,-2.92
MSTU,not_friday_bull,fixed,30,-20,45,19,-673582,31.6,-3.55
MSTU,variable_size_regime_var,variable,30,-20,45,16,-700646,31.2,-1.25
MSTU,dual_btc_qqq,fixed,30,-20,45,6,-708549,16.7,-11.82
MSTU,dual_btc_qqq,fixed,15,-15,20,8,-720818,37.5,-9.02
MSTU,not_friday_bull,fixed,20,-20,30,21,-747810,38.1,-3.56
MSTU,btc_rsi_high_regime,fixed,20,-20,30,19,-762226,36.8,-4.02
MSTU,dual_btc_qqq_pct,fixed,30,-20,45,6,-792653,16.7,-13.22
MSTU,dual_btc_qqq,fixed,25,-20,30,6,-797872,16.7,-13.31
MSTU,dual_btc_qqq_strong,fixed,30,-20,45,4,-800606,0.0,-20.04
MSTU,low_vol_bull,fixed,15,-20,30,5,-818497,20.0,-16.39
MSTU,btc_ret5_pos_regime1,fixed,25,-15,20,17,-818586,29.4,-4.82
MSTU,dual_btc_qqq_pct,fixed,25,-20,30,6,-824189,16.7,-13.75
MSTU,btc_regime1plus,fixed,20,-20,30,21,-840785,38.1,-4.01
MSTU,dual_btc_qqq_pct,fixed,20,-20,30,6,-900556,16.7,-15.02
MSTU,dual_btc_qqq_pct,fixed,15,-20,30,6,-900556,16.7,-15.02
MSTU,btc_ret5_pos_regime1,fixed,25,-20,30,16,-907128,31.2,-5.68
MSTU,btc_ret5_pos_regime1,fixed,20,-20,30,16,-1019555,31.2,-6.38
MSTU,dual_btc_qqq,fixed,15,-20,30,6,-1057079,16.7,-17.64
MSTU,dual_btc_qqq,fixed,20,-20,30,7,-1087822,14.3,-15.56
MSTU,variable_size_regime_var,variable,15,-20,30,22,-1138778,45.5,-1.41
MSTU,variable_size_regime_var,variable,25,-20,30,20,-1263973,40.0,-1.64
MSTU,variable_size_regime_var,variable,20,-20,30,20,-1718463,40.0,-3.0
